cell_label,x,y,z,brain_section_label,Drd1,Drd2,Pdyn,Penk,Oprd1,Oprk1,Oprm1,Cnr1,Cartpt,Nts,Hcrtr1,Hcrtr2,Lepr,Mc4r,Npy1r,Npy2r,Mme,Htr1b,Htr2c,Htr4,Otof,Chrm3
9.88915831006846e+36,3.34976073933048,6.2720545633688,4.54189181740724,-2.025,0.3828016,2.5134926,0,4.7700295,0.5418193,0,0,0.5418193,0.20406021,0.20406021,0,0,0,0,0.20406021,0,0.5418193,0,0,0.68503666,2.659411,0.81531197
1.55114457293867e+38,3.18543453710568,6.28221560542864,4.54189181740724,-2.025,0,2.9542909,0,5.4255843,1.1799697,0.5078268,0,0.70740116,0,0,0,0,0,0.2761433,0.2761433,0,0.5078268,1.0389746,0,0.2761433,0.8826927,0.5078268
1.72421373634322e+38,3.15643611914511,6.30026987330057,4.54189181740724,-2.025,0,2.7053418,0,5.3748856,0.6902555,0,0,1.5062505,0,0,0,0,0,0,0.6902555,0,0,1.1551914,0,0,0,0
2.7963120928733e+38,3.17606730175122,6.30367483321645,4.54189181740724,-2.025,0.33416966,2.8063214,0,5.4338126,1.0304112,0,0.33416966,0.33416966,0,0,0,0,0,0,0,0,0.33416966,0.83346075,0,0.83346075,0,0
2.90017967086422e+38,3.18533943608364,6.27997254076218,4.54189181740724,-2.025,0,2.4383745,0,5.154848,0.9871684,0.31680915,0,0.79636335,0,0,0,0,0,0.31680915,0,0,0.31680915,0,0,0.31680915,0.79636335,0.31680915
2.91622408238129e+38,3.13714395922969,6.27656443174328,4.54189181740724,-2.025,0,2.2159135,0,5.789275,0.970419,0,0.2532413,1.3420173,0,0.2532413,0,0,0,0,0.8217328,0,0.2532413,0.970419,0,0.6559432,0,0.6559432
1.44498407155303e+38,3.10992991426741,6.22938687504755,4.54189181740724,-2.025,0,2.7100523,0,4.7819977,0.78497213,0,0.31152603,0.31152603,0,0.31152603,0,0,0,0,0.5675838,0,0.5675838,0.78497213,0,0,0,0
1.50133678350709e+38,3.10352799489501,6.14663357717867,4.54189181740724,-2.025,0.5902118,2.3344946,0.1716769,4.891677,0.5902118,0,0.32507998,1.0957911,0,0.1716769,0,0,0,0,0.1716769,0,0.32507998,0.706495,0,0.46372795,2.504767,0
1.66273251669815e+38,3.16395563974295,6.23472735078869,4.54189181740724,-2.025,0.21551137,2.3299518,0,5.2981253,0.97577137,0.21551137,0,1.2928045,0.21551137,0.21551137,0,0,0,0,0.7176153,0,0.21551137,0.85245997,0,0.56885535,1.4710675,0.56885535
2.44933257843648e+38,3.09536081911913,6.05719397182126,4.54189181740724,-2.025,0,2.1745958,0,5.162952,1.3771473,0,0,1.1877891,0,0,0,0,0,0,0,0,0,0,0,0.40000057,2.6116765,0
